Pattern Name,OM,Burst Length,FSN,Start Address,Data,R/W,Opcode
,1,0,0,0x1907,0x0,w,
,1,0,0,0x1908,0x0,w,
,1,0,0,0x1909,0x0,w,
,1,0,0,0x190A,0x0,w,
,1,0,0,0x190B,0x0,w,
,1,0,0,0x190C,0x0,w,
,1,0,0,0x190D,0x0,w,
,1,0,0,0x190E,0x0,w,
,1,0,0,0x190F,0x4,w,
,1,0,0,0x1910,0x0,w,
,1,0,0,0x1911,0x3,w,
,1,0,0,0x1912,0xC5,w,
,1,0,0,0x1913,0x0,w,
,1,0,0,0x1914,0x20,w,
,1,0,0,0x1915,0x24,w,
,1,0,0,0x1916,0x94,w,
,1,0,0,0x1917,0x5,w,
,1,0,0,0x1918,0x7,w,
,1,0,0,0x1919,0xA,w,
,1,0,0,0x191A,0xC4,w,
,1,0,0,0x191B,0xF,w,
,1,0,0,0x191C,0x0,w,
,1,0,0,0x191D,0x38,w,
,1,0,0,0x191E,0x0,w,
,1,0,0,0x191F,0x0,w,
,1,0,0,0x2100,0x60,w,
,1,0,0,0x2101,0x0,w,
,1,0,0,0x2102,0x0,w,
,1,0,0,0x2103,0x0,w,
,1,0,0,0x2104,0x0,w,
,1,0,0,0x2105,0x0,w,
,1,0,0,0x2106,0x0,w,
,1,0,0,0x2107,0x0,w,
,1,0,0,0x2108,0x0,w,
,1,0,0,0x2109,0x0,w,
,1,0,0,0x210A,0x0,w,
,1,0,0,0x210B,0x0,w,
,1,0,0,0x210C,0x0,w,
,1,0,0,0x210D,0x0,w,
,1,0,0,0x210E,0x0,w,
,1,0,0,0x210F,0x4,w,
,1,0,0,0x2110,0x0,w,
,1,0,0,0x2111,0x3,w,
,1,0,0,0x2112,0xC5,w,
,1,0,0,0x2113,0x0,w,
,1,0,0,0x2114,0x20,w,
,1,0,0,0x2115,0x24,w,
,1,0,0,0x2116,0x94,w,
,1,0,0,0x2117,0x5,w,
,1,0,0,0x2118,0x7,w,
,1,0,0,0x2119,0xA,w,
,1,0,0,0x211A,0xC4,w,
,1,0,0,0x211B,0xF,w,
,1,0,0,0x211C,0x0,w,
,1,0,0,0x211D,0x38,w,
,1,0,0,0x211E,0x0,w,
,1,0,0,0x211F,0x0,w,
,1,0,0,0x2900,0x60,w,
,1,0,0,0x2901,0x0,w,
,1,0,0,0x2902,0x0,w,
,1,0,0,0x2903,0x0,w,
,1,0,0,0x2904,0x0,w,
,1,0,0,0x2905,0x0,w,
,1,0,0,0x2906,0x0,w,
,1,0,0,0x2907,0x0,w,
,1,0,0,0x2908,0x0,w,
,1,0,0,0x2909,0x0,w,
,1,0,0,0x290A,0x0,w,
,1,0,0,0x290B,0x0,w,
,1,0,0,0x290C,0x0,w,
,1,0,0,0x290D,0x0,w,
,1,0,0,0x290E,0x0,w,
,1,0,0,0x290F,0x4,w,
,1,0,0,0x2910,0x0,w,
,1,0,0,0x2911,0x3,w,
,1,0,0,0x2912,0xC5,w,
,1,0,0,0x2913,0x0,w,
,1,0,0,0x2914,0x20,w,
,1,0,0,0x2915,0x24,w,
,1,0,0,0x2916,0x94,w,
,1,0,0,0x2917,0x5,w,
,1,0,0,0x2918,0x7,w,
,1,0,0,0x2919,0xA,w,
,1,0,0,0x291A,0xC4,w,
,1,0,0,0x291B,0xF,w,
,1,0,0,0x291C,0x0,w,
,1,0,0,0x291D,0x38,w,
,1,0,0,0x291E,0x0,w,
,1,0,0,0x291F,0x0,w,
,1,0,0,0x3100,0x60,w,
,1,0,0,0x3101,0x0,w,
,1,0,0,0x3102,0x0,w,
,1,0,0,0x3103,0x0,w,
,1,0,0,0x3104,0x0,w,
,1,0,0,0x3105,0x0,w,
,1,0,0,0x3106,0x0,w,
,1,0,0,0x3107,0x0,w,
,1,0,0,0x3108,0x0,w,
,1,0,0,0x3109,0x0,w,
,1,0,0,0x310A,0x0,w,
,1,0,0,0x310B,0x0,w,
,1,0,0,0x310C,0x0,w,
,1,0,0,0x310D,0x0,w,
,1,0,0,0x310E,0x0,w,
,1,0,0,0x310F,0x4,w,
,1,0,0,0x3110,0x0,w,
,1,0,0,0x3111,0x3,w,
,1,0,0,0x3112,0xC5,w,
,1,0,0,0x3113,0x0,w,
,1,0,0,0x3114,0x20,w,
,1,0,0,0x3115,0x24,w,
,1,0,0,0x3116,0x94,w,
,1,0,0,0x3117,0x5,w,
,1,0,0,0x3118,0x7,w,
,1,0,0,0x3119,0xA,w,
,1,0,0,0x311A,0xC4,w,
,1,0,0,0x311B,0xF,w,
,1,0,0,0x311C,0x0,w,
,1,0,0,0x311D,0x38,w,
,1,0,0,0x311E,0x0,w,
,1,0,0,0x311F,0x0,w,
,1,0,0,0x3900,0x60,w,
,1,0,0,0x3901,0x0,w,
,1,0,0,0x3902,0x0,w,
,1,0,0,0x3903,0x0,w,
,1,0,0,0x3904,0x0,w,
,1,0,0,0x3905,0x0,w,
,1,0,0,0x3906,0x0,w,
,1,0,0,0x3907,0x0,w,
,1,0,0,0x3908,0x0,w,
,1,0,0,0x3909,0x0,w,
,1,0,0,0x390A,0x0,w,
,1,0,0,0x390B,0x0,w,
,1,0,0,0x390C,0x0,w,
,1,0,0,0x390D,0x0,w,
,1,0,0,0x390E,0x0,w,
,1,0,0,0x390F,0x4,w,
,1,0,0,0x3910,0x0,w,
,1,0,0,0x3911,0x3,w,
,1,0,0,0x3912,0xC5,w,
,1,0,0,0x3913,0x0,w,
,1,0,0,0x3914,0x20,w,
,1,0,0,0x3915,0x24,w,
,1,0,0,0x3916,0x94,w,
,1,0,0,0x3917,0x5,w,
,1,0,0,0x3918,0x7,w,
,1,0,0,0x3919,0xA,w,
,1,0,0,0x391A,0xC4,w,
,1,0,0,0x391B,0xF,w,
,1,0,0,0x391C,0x0,w,
,1,0,0,0x391D,0x38,w,
,1,0,0,0x391E,0x0,w,
,1,0,0,0x391F,0x0,w,
,1,0,0,0x4100,0x60,w,
,1,0,0,0x4101,0x0,w,
,1,0,0,0x4102,0x0,w,
,1,0,0,0x4103,0x0,w,
,1,0,0,0x4104,0x0,w,
,1,0,0,0x4105,0x0,w,
,1,0,0,0x4106,0x0,w,
,1,0,0,0x4107,0x0,w,
,1,0,0,0x4108,0x0,w,
,1,0,0,0x4109,0x0,w,
,1,0,0,0x410A,0x0,w,
,1,0,0,0x410B,0x0,w,
,1,0,0,0x410C,0x0,w,
,1,0,0,0x410D,0x0,w,
,1,0,0,0x410E,0x0,w,
,1,0,0,0x410F,0x4,w,
,1,0,0,0x4110,0x0,w,
,1,0,0,0x4111,0x3,w,
,1,0,0,0x4112,0xC5,w,
,1,0,0,0x4113,0x0,w,
,1,0,0,0x4114,0x20,w,
,1,0,0,0x4115,0x24,w,
,1,0,0,0x4116,0x94,w,
,1,0,0,0x4117,0x5,w,
,1,0,0,0x4118,0x7,w,
,1,0,0,0x4119,0xA,w,
,1,0,0,0x411A,0xC4,w,
,1,0,0,0x411B,0xF,w,
,1,0,0,0x411C,0x0,w,
,1,0,0,0x411D,0x38,w,
,1,0,0,0x411E,0x0,w,
,1,0,0,0x411F,0x0,w,
,1,0,0,0x4900,0x60,w,
,1,0,0,0x4901,0x0,w,
,1,0,0,0x4902,0x0,w,
,1,0,0,0x4903,0x0,w,
,1,0,0,0x4904,0x0,w,
,1,0,0,0x4905,0x0,w,
,1,0,0,0x4906,0x0,w,
,1,0,0,0x4907,0x0,w,
,1,0,0,0x4908,0x0,w,
,1,0,0,0x4909,0x0,w,
,1,0,0,0x490A,0x0,w,
,1,0,0,0x490B,0x0,w,
,1,0,0,0x490C,0x0,w,
,1,0,0,0x490D,0x0,w,
,1,0,0,0x490E,0x0,w,
,1,0,0,0x490F,0x4,w,
,1,0,0,0x4910,0x0,w,
,1,0,0,0x4911,0x3,w,
,1,0,0,0x4912,0xC5,w,
,1,0,0,0x4913,0x0,w,
,1,0,0,0x4914,0x20,w,
,1,0,0,0x4915,0x24,w,
,1,0,0,0x4916,0x94,w,
,1,0,0,0x4917,0x5,w,
,1,0,0,0x4918,0x7,w,
,1,0,0,0x4919,0xA,w,
,1,0,0,0x491A,0xC4,w,
,1,0,0,0x491B,0xF,w,
,1,0,0,0x491C,0x0,w,
,1,0,0,0x491D,0x38,w,
,1,0,0,0x491E,0x0,w,
,1,0,0,0x491F,0x0,w,
,1,0,0,0x5100,0x60,w,
,1,0,0,0x5101,0x0,w,
,1,0,0,0x5102,0x0,w,
,1,0,0,0x5103,0x0,w,
,1,0,0,0x5104,0x0,w,
,1,0,0,0x5105,0x0,w,
,1,0,0,0x5106,0x0,w,
,1,0,0,0x5107,0x0,w,
,1,0,0,0x5108,0x0,w,
,1,0,0,0x5109,0x0,w,
,1,0,0,0x510A,0x0,w,
,1,0,0,0x510B,0x0,w,
,1,0,0,0x510C,0x0,w,
,1,0,0,0x510D,0x0,w,
,1,0,0,0x510E,0x0,w,
,1,0,0,0x510F,0x4,w,
,1,0,0,0x5110,0x0,w,
,1,0,0,0x5111,0x3,w,
,1,0,0,0x5112,0xC5,w,
,1,0,0,0x5113,0x0,w,
,1,0,0,0x5114,0x20,w,
,1,0,0,0x5115,0x24,w,
,1,0,0,0x5116,0x94,w,
,1,0,0,0x5117,0x5,w,
,1,0,0,0x5118,0x7,w,
,1,0,0,0x5119,0xA,w,
,1,0,0,0x511A,0xC4,w,
,1,0,0,0x511B,0xF,w,
,1,0,0,0x511C,0x0,w,
,1,0,0,0x511D,0x38,w,
,1,0,0,0x511E,0x0,w,
,1,0,0,0x511F,0x0,w,
,1,0,0,0x5900,0x60,w,
,1,0,0,0x5901,0x0,w,
,1,0,0,0x5902,0x0,w,
,1,0,0,0x5903,0x0,w,
,1,0,0,0x5904,0x0,w,
,1,0,0,0x5905,0x0,w,
,1,0,0,0x5906,0x0,w,
,1,0,0,0x5907,0x0,w,
,1,0,0,0x5908,0x0,w,
,1,0,0,0x5909,0x0,w,
,1,0,0,0x590A,0x0,w,
,1,0,0,0x590B,0x0,w,
,1,0,0,0x590C,0x0,w,
,1,0,0,0x590D,0x0,w,
,1,0,0,0x590E,0x0,w,
,1,0,0,0x590F,0x4,w,
,1,0,0,0x5910,0x0,w,
,1,0,0,0x5911,0x3,w,
,1,0,0,0x5912,0xC5,w,
,1,0,0,0x5913,0x0,w,
,1,0,0,0x5914,0x20,w,
,1,0,0,0x5915,0x24,w,
,1,0,0,0x5916,0x94,w,
,1,0,0,0x5917,0x5,w,
,1,0,0,0x5918,0x7,w,
,1,0,0,0x5919,0xA,w,
,1,0,0,0x591A,0xC4,w,
,1,0,0,0x591B,0xF,w,
,1,0,0,0x591C,0x0,w,
,1,0,0,0x591D,0x38,w,
,1,0,0,0x591E,0x0,w,
,1,0,0,0x591F,0x0,w,
,1,0,0,0x6100,0x60,w,
,1,0,0,0x6101,0x0,w,
,1,0,0,0x6102,0x0,w,
,1,0,0,0x6103,0x0,w,
,1,0,0,0x6104,0x0,w,
,1,0,0,0x6105,0x0,w,
,1,0,0,0x6106,0x0,w,
,1,0,0,0x6107,0x0,w,
,1,0,0,0x6108,0x0,w,
,1,0,0,0x6109,0x0,w,
,1,0,0,0x610A,0x0,w,
,1,0,0,0x610B,0x0,w,
,1,0,0,0x610C,0x0,w,
,1,0,0,0x610D,0x0,w,
,1,0,0,0x610E,0x0,w,
,1,0,0,0x610F,0x4,w,
,1,0,0,0x6110,0x0,w,
,1,0,0,0x6111,0x3,w,
,1,0,0,0x6112,0xC5,w,
,1,0,0,0x6113,0x0,w,
,1,0,0,0x6114,0x20,w,
,1,0,0,0x6115,0x24,w,
,1,0,0,0x6116,0x94,w,
,1,0,0,0x6117,0x5,w,
,1,0,0,0x6118,0x7,w,
,1,0,0,0x6119,0xA,w,
,1,0,0,0x611A,0xC4,w,
,1,0,0,0x611B,0xF,w,
,1,0,0,0x611C,0x0,w,
,1,0,0,0x611D,0x38,w,
,1,0,0,0x611E,0x0,w,
,1,0,0,0x611F,0x0,w,
,1,0,0,0x6900,0x60,w,
,1,0,0,0x6901,0x0,w,
,1,0,0,0x6902,0x0,w,
,1,0,0,0x6903,0x0,w,
,1,0,0,0x6904,0x0,w,
,1,0,0,0x6905,0x0,w,
,1,0,0,0x6906,0x0,w,
,1,0,0,0x6907,0x0,w,
,1,0,0,0x6908,0x0,w,
,1,0,0,0x6909,0x0,w,
,1,0,0,0x690A,0x0,w,
,1,0,0,0x690B,0x0,w,
,1,0,0,0x690C,0x0,w,
,1,0,0,0x690D,0x0,w,
,1,0,0,0x690E,0x0,w,
,1,0,0,0x690F,0x4,w,
,1,0,0,0x6910,0x0,w,
,1,0,0,0x6911,0x3,w,
,1,0,0,0x6912,0xC5,w,
,1,0,0,0x6913,0x0,w,
,1,0,0,0x6914,0x20,w,
,1,0,0,0x6915,0x24,w,
,1,0,0,0x6916,0x94,w,
,1,0,0,0x6917,0x5,w,
,1,0,0,0x6918,0x7,w,
,1,0,0,0x6919,0xA,w,
,1,0,0,0x691A,0xC4,w,
,1,0,0,0x691B,0xF,w,
,1,0,0,0x691C,0x0,w,
,1,0,0,0x691D,0x38,w,
,1,0,0,0x691E,0x0,w,
,1,0,0,0x691F,0x0,w,
,1,0,0,0x7100,0x60,w,
,1,0,0,0x7101,0x0,w,
,1,0,0,0x7102,0x0,w,
,1,0,0,0x7103,0x0,w,
,1,0,0,0x7104,0x0,w,
,1,0,0,0x7105,0x0,w,
,1,0,0,0x7106,0x0,w,
,1,0,0,0x7107,0x0,w,
,1,0,0,0x7108,0x0,w,
,1,0,0,0x7109,0x0,w,
,1,0,0,0x710A,0x0,w,
,1,0,0,0x710B,0x0,w,
,1,0,0,0x710C,0x0,w,
,1,0,0,0x710D,0x0,w,
,1,0,0,0x710E,0x0,w,
,1,0,0,0x710F,0x4,w,
,1,0,0,0x7110,0x0,w,
,1,0,0,0x7111,0x3,w,
,1,0,0,0x7112,0xC5,w,
,1,0,0,0x7113,0x0,w,
,1,0,0,0x7114,0x20,w,
,1,0,0,0x7115,0x24,w,
,1,0,0,0x7116,0x94,w,
,1,0,0,0x7117,0x5,w,
,1,0,0,0x7118,0x7,w,
,1,0,0,0x7119,0xA,w,
,1,0,0,0x711A,0xC4,w,
,1,0,0,0x711B,0xF,w,
,1,0,0,0x711C,0x0,w,
,1,0,0,0x711D,0x38,w,
,1,0,0,0x711E,0x0,w,
,1,0,0,0x711F,0x0,w,
,1,0,0,0x7900,0x60,w,
,1,0,0,0x7901,0x0,w,
,1,0,0,0x7902,0x0,w,
,1,0,0,0x7903,0x0,w,
,1,0,0,0x7904,0x0,w,
,1,0,0,0x7905,0x0,w,
,1,0,0,0x7906,0x0,w,
,1,0,0,0x7907,0x0,w,
,1,0,0,0x7908,0x0,w,
,1,0,0,0x7909,0x0,w,
,1,0,0,0x790A,0x0,w,
,1,0,0,0x790B,0x0,w,
,1,0,0,0x790C,0x0,w,
,1,0,0,0x790D,0x0,w,
,1,0,0,0x790E,0x0,w,
,1,0,0,0x790F,0x4,w,
,1,0,0,0x7910,0x0,w,
,1,0,0,0x7911,0x3,w,
,1,0,0,0x7912,0xC5,w,
,1,0,0,0x7913,0x0,w,
,1,0,0,0x7914,0x20,w,
,1,0,0,0x7915,0x24,w,
,1,0,0,0x7916,0x94,w,
,1,0,0,0x7917,0x5,w,
,1,0,0,0x7918,0x7,w,
,1,0,0,0x7919,0xA,w,
,1,0,0,0x791A,0xC4,w,
,1,0,0,0x791B,0xF,w,
,1,0,0,0x791C,0x0,w,
,1,0,0,0x791D,0x38,w,
,1,0,0,0x791E,0x0,w,
,1,0,0,0x791F,0x0,w,
,1,0,0,0x9008,0x1,w,
,1,0,0,0x9008,0x0,w,
,1,0,0,0x9100,0xFF,w,
,1,0,0,0x9101,0xEA,w,
,1,0,0,0x9102,0x48,w,
,1,0,0,0x9103,0xA,w,
,1,0,0,0x9104,0x1,w,
,1,0,0,0x9105,0x9B,w,
,1,0,0,0x9106,0x23,w,
,1,0,0,0x9107,0x1B,w,
,1,0,0,0x9108,0x1B,w,
,1,0,0,0x9109,0x18,w,
,1,0,0,0x910A,0x2,w,
,1,0,0,0x910B,0xCD,w,
,1,0,0,0x910C,0x0,w,
,1,0,0,0x910D,0x29,w,
,1,0,0,0x910E,0xD0,w,
,1,0,0,0x910F,0x59,w,
,1,0,0,0x9110,0x56,w,
,1,0,0,0x9111,0x4,w,
,1,0,0,0x9112,0x11,w,
,1,0,0,0x9113,0x10,w,
,1,0,0,0x9114,0x0,w,
,1,0,0,0x9115,0x47,w,
,1,0,0,0x9116,0x5A,w,
,1,0,0,0x9117,0x4B,w,
,1,0,0,0x9118,0x27,w,
,1,0,0,0x9119,0x3,w,
,1,0,0,0x911A,0x37,w,
,1,0,0,0x911B,0x2,w,
,1,0,0,0x911C,0x0,w,
,1,0,0,0x911D,0x0,w,
,1,0,0,0x911E,0x0,w,
,1,0,0,0x911F,0x0,w,
,1,0,0,0x9120,0x38,w,
,1,0,0,0x9121,0x70,w,
,1,0,0,0x9122,0x13,w,
,1,0,0,0x9123,0x0,w,
,1,0,0,0x9124,0x83,w,
,1,0,0,0x9125,0x10,w,
,1,0,0,0x9126,0x50,w,
,1,0,0,0x9127,0x0,w,
,1,0,0,0x9128,0x0,w,
,1,0,0,0x9129,0x0,w,
,1,0,0,0x912A,0x0,w,
,1,0,0,0x912B,0x0,w,
,1,0,0,0x912C,0x0,w,
,1,0,0,0x912D,0x80,w,
,1,0,0,0x912E,0x49,w,
,1,0,0,0x912F,0x0,w,
,1,0,0,0x9130,0x60,w,
,1,0,0,0x9131,0x60,w,
,1,0,0,0x9132,0x0,w,
,1,0,0,0x9133,0x60,w,
,1,0,0,0x9134,0x1F,w,
,1,0,0,0x9135,0x0,w,
,1,0,0,0x9136,0x0,w,
,1,0,0,0x9137,0x60,w,
,1,0,0,0x9138,0x30,w,
,1,0,0,0x9139,0xF,w,
,1,0,0,0x913A,0x15,w,
,1,0,0,0x913B,0x0,w,
,1,0,0,0x913C,0x1C,w,
,1,0,0,0x913D,0x0,w,
,1,0,0,0x913E,0x2,w,
,1,0,0,0x913F,0x19,w,
,1,0,0,0x9140,0x24,w,
,1,0,0,0x9141,0xC,w,
,1,0,0,0x9142,0x0,w,
,1,0,0,0x9143,0x0,w,
,1,0,0,0x9101,0xEB,w,
,1,0,0,0x9102,0x49,w,
